ISBN,title,authors,books_count
1979809345282,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,40
1980357338766,Doctor Sleep,Stephen King,1206
1980362006073,About a Boy,Nick Hornby,79
1984532205362,On Dublin Street,Samantha Young,24
1986835250943,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",66
1987507726822,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,452
1993980849488,Watchers,Dean Koontz,63
2001010971656,The Story of My Life,Helen Keller,83
2005638523626,This Is Where I Leave You,Jonathan Tropper,91
2005647311512,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,24
2007247749146,The Tempest,William Shakespeare,39
2010256295955,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",112
2023647531573,Wizard and Glass,"Stephen King, Dave McKean",143
2026276165816,The Circle,Dave Eggers,82
2030992891544,The Invention of Hugo Cabret,Brian Selznick,7
2034726918669,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",325
2035718975012,The Good Girl,Mary Kubica,83
2037560261333,Fallen Too Far ,Abbi Glines,116
2043433104722,Landline,Rainbow Rowell,138
2044030903539,Tempted,"P.C. Cast, Kristin Cast",61
2045761979539,No Country for Old Men,Cormac McCarthy,44
2051429595661,Wolf Hall,Hilary Mantel,49
2052447972604,Howl's Moving Castle,Diana Wynne Jones,99
2052590527510,Dreamcatcher,"Stephen King, William Olivier Desmond",298
2052927534557,Walden,Henry David Thoreau,71
2052937624218,The Remains of the Day,Kazuo Ishiguro,62
2053174543293,The Best of Me,Nicholas Sparks,17
2056277495362,The Sense of an Ending,Julian Barnes,956
2057094647522,A is for Alibi,Sue Grafton,61
2061068668775,Shanghai Girls,Lisa See,11
2062140485812,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",89
2062814302720,To All the Boys I've Loved Before,Jenny Han,73
2066049234075,Persepolis,"Marjane Satrapi, Mattias Ripa",38
2066702307193,A Room with a View,E.M. Forster,17
2066845054274,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,76
2068167967822,Lock and Key,Sarah Dessen,47
2068940426506,Naked in Death,J.D. Robb,51
2074028734733,The Chamber,John Grisham,62
2074491209808,Midnight Sun ,Stephenie Meyer,104
2075221492674,NARUTO,"Masashi Kishimoto, Katy Bridges",2
2075384094863,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,75
2079169167454,Every Day,David Levithan,118
2081068005426,Xenocide,Orson Scott Card,852
2081250592451,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",170
2081543578115,Sh,James Clavell,91
2083106594590,Lover Awakened ,J.R. Ward,110
2084307463130,A Court of Thorns and Roses,Sarah J. Maas,81
2084464229351,Fifty Shades Trilogy ,E.L. James,498
2088099008800,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",52
2091286285836,Smile,Raina Telgemeier,1150
2091571118316, Animal Farm & 1984,"George Orwell, Christopher Hitchens",60
2093975458860,The Deep End of the Ocean,Jacquelyn Mitchard,39
2094799799438,The Bonesetter's Daughter,Amy Tan,557
2096299140339,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,53
2098091475791,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,38
2099505062464,Flowers in the Attic,V.C. Andrews,101
2101027749833,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",112
2101382275536,Maniac Magee,Jerry Spinelli,1
2102344415612,Invisible Monsters,Chuck Palahniuk,49
2103871303782,"Twelfth Night; or, What You Will",William Shakespeare,89
2104942720920,Gathering Blue,Lois Lowry,66
2105589639800,The Westing Game,Ellen Raskin,79
2108204001782,Red Rising,Pierce Brown,1088
2108276133769,The Way of Shadows,Brent Weeks,120
2110223867029,The Bean Trees,Barbara Kingsolver,52
2111410158451,Walking Disaster,Jamie McGuire,54
2112408044273,Words of Radiance,Brandon Sanderson,31
2114617369110,Guess How Much I Love You,"Sam McBratney, Anita Jeram",42
2115327666703,The Fiery Cross,Diana Gabaldon,28
2116097901053,Night Shift,"Stephen King, John D. MacDonald",51
2116292136209,Jaws,Peter Benchley,48
2119298818247,The History of Love,Nicole Krauss,79
2121147012610,Pippi Lengstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",67
2127703357941,L'elegance du herisson,"Muriel Barbery, Alison Anderson",88
2128949828725,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",111
2130416323842,Dead in the Family,Charlaine Harris,80
2133918262574,La peste,"Albert Camus, Stuart Gilbert",49
2134225850404,The Reptile Room,"Lemony Snicket, Brett Helquist",87
2136956004678,Brain on Fire,Susannah Cahalan,861
2137165446397,Wicked Lovely ,Melissa Marr,73
2138517624507,Curious George,H.A. Rey,38
2139309695414,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",83
2143056116742,A Beautiful Mind,Sylvia Nasar,48
2144408138199,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",48
2144909349366,The Summoning,Kelley Armstrong,58
2145735782879,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,34
2146801382981,Storm Island,Ken Follett,148
2147530957493,The Blind Assassin,Margaret Atwood,76
2151242874535,Hollow City,Ransom Riggs,119
2153037331775,House of Sand and Fog,Andre Dubus III,109
2153456329053,The Girl with All the Gifts,M.R. Carey,96
2154267699297,As I Lay Dying,William Faulkner,215
2154450224346,Harold and the Purple Crayon,Crockett Johnson,127
2161918143209,Lover Eternal ,J.R. Ward,40
2162329212899,Second Foundation ,Isaac Asimov,59
2164087785393,Fool Moon ,Jim Butcher,388
2165369644080,David and Goliath,Malcolm Gladwell,97
2167556315445,Guards! Guards!,Terry Pratchett,35
2170515880939,The Year of Magical Thinking,Joan Didion,62
2171543253203,We Need to Talk About Kevin,Lionel Shriver,55
2173819929600,Rendezvous with Rama,Arthur C. Clarke,218
2174096336813,The Queen of the Damned,Anne Rice,59
2177509202308,The Age of Innocence,"Edith Wharton, Maureen Howard",534
2177977619765,The Selfish Gene,Richard Dawkins,52
2178057997513,Year of Wonders: A Novel of the Plague,Geraldine Brooks,124
2180140099292,The Black Echo,Michael Connelly,144
2180496252805,Anthem,Ayn Rand,103
2181688697901,Gabriel's Inferno,Sylvain Reynard,29
2184640797055,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",43
2185187779757,Major Pettigrew's Last Stand,Helen Simonson,69
2191550796929,Vision in White,Nora Roberts,134
2194498790734,The Tenth Circle,Jodi Picoult,33
2195196882587,The Throne of Fire,Rick Riordan,57
2195949014133,Old Man's War,John Scalzi,146
2198267555479,Gerald's Game,Stephen King,59
2198439257094,Two for the Dough,Janet Evanovich,68
2199261820898,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",37
2202051354110,The Forever War,Joe Haldeman,98
2202175097264,Insomnia,"Stephen King, Bettina Blanch Tyroller",57
2204700499196,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,98
2209308721401,The Blade Itself,Joe Abercrombie,151
2210677491962,The Arctic Incident,Eoin Colfer,100
2210754656086,The Shipping News,Annie Proulx,836
2217030183939,All the Bright Places,"Jennifer Niven, ",104
2219675171841,Deje Dead,Kathy Reichs,20
2219738631424,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,130
2222775749371,The Marriage Plot,Jeffrey Eugenides,460
2222932249883,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",50
2223748626197,Luckiest Girl Alive,Jessica Knoll,28
2223816663244,Crank ,Ellen Hopkins,65
2228707601740,The Raven Boys,Maggie Stiefvater,73
2231451234152,I Am Legend and Other Stories,Richard Matheson,69
2231748343327,Olive Kitteridge,Elizabeth Strout,66
2231835303581,Not that Kind of Girl,"Lena Dunham, Joana Avillez",64
2235918026378,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,112
2239990061628,Fire,Kristin Cashore,76
2240596094258,En attendant Godot,Samuel Beckett,63
2241905251934,White Fang,Jack London,98
2245484479440,Wolves of the Calla,"Stephen King, Bernie Wrightson",125
2246167079642,His Dark Materials,Philip Pullman,69
2249074754386,The Edge of Never,J.A. Redmerski,82
2250124175721,Reconstructing Amelia,Kimberly McCreight,121
2250564972371,The One Plus One,Jojo Moyes,95
2253425982663,The Hours,Michael Cunningham,94
2254818990034,Wallbanger,Alice Clayton,74
2257188877932,Holidays on Ice,David Sedaris,95
2257564969345,Desperation,Stephen King,85
2262922018101,Passion,Lauren Kate,78
2267432318880,The Kill Order,James Dashner,126
2271926063440,Angelfall,Susan Ee,58
2273738934464,Empire Falls,Richard Russo,22
2273961827450,The Fires of Heaven,Robert Jordan,64
2275454190745,I'll Give You the Sun,Jandy Nelson,26
2279378373467,Survivor,Chuck Palahniuk,87
2282824596048,Shopaholic and Baby,Sophie Kinsella,71
2288059272169,The Dark Tower,Stephen King,63
2290894900950,Twilight Director's Notebook,Catherine Hardwicke,70
2292928796816,Shopaholic Abroad,Sophie Kinsella,187
2293095405087,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,1085
2296614799013,Linger,Maggie Stiefvater,105
2297640699080,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,81
2301384387451,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",61
2302059690861,The Gathering Storm,"Robert Jordan, Brandon Sanderson",46
2302578079958,Middlemarch,"George Eliot, Michel Faber",88
2305177930532,Point of Retreat,Colleen Hoover,138
2305265826810,The Partner,John Grisham,34
2305806711715,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,42
2305840804180,Thoughtless,S.C. Stephens,132
2306876493663,Presumed Innocent,Scott Turow,66
2307554612671,The Dark Half,Stephen King,66
2311116683339,Cleopatra: A Life,Stacy Schiff,67
2321882662180,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,49
2324781683871,Steelheart,Brandon Sanderson,56
2325619739703,The Rainbow Fish,"Marcus Pfister, J. Alison James",71
2327121138538,Voyage au centre de la Terre,Jules Verne,63
2332054266708,The Happiness Project,Gretchen Rubin,80
2332059655520,The Man in the High Castle,Philip K. Dick,105
2339532788712,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",14
2340414466518,Inferno,"Dante Alighieri, Anthony M. Esolen",93
2351443536131,Shadow of Night,Deborah Harkness,97
2356362554040,Leaving Time,Jodi Picoult,76
2357960215291,Moon Called,Patricia Briggs,40
2361752921631,Blue Bloods,Melissa de la Cruz,766
2361825161208,The Alienist,Caleb Carr,2
2367122212002,Between the World and Me,Ta-Nehisi Coates,665
2367234348441,Paradise Lost,"John Milton, John      Leonard",30
2368369143060,The Big Short: Inside the Doomsday Machine,Michael   Lewis,118
2369063048450,The Girl Who Loved Tom Gordon,Stephen King,74
2370408909376, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",38
2370459690676,Towers of Midnight,"Robert Jordan, Brandon Sanderson",110
2372024282755,The Day of the Jackal,Frederick Forsyth,131
2378422940615,Rework,"Jason Fried, David Heinemeier Hansson",55
2378891553433,Attachments,Rainbow Rowell,83
2380634409143,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",64
2381002654052,Tell the Wolves I'm Home,Carol Rifka Brunt,75
2382709184942,All Creatures Great And Small,James Herriot,1363
2383390949127,The Unbecoming of Mara Dyer,Michelle Hodkin,73
2383625452974,Three to Get Deadly,Janet Evanovich,196
2385557334141,The Scarlet Pimpernel,Emmuska Orczy,52
2387729374667,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",3
2390078161004,Tales of a Fourth Grade Nothing,Judy Blume,856
2390493846291,Shadow and Bone,Leigh Bardugo,64
2391218201953,Het diner,"Herman Koch, Sam Garrett",64
2392000985928,Champion,Marie Lu,48
2392763534059,Contact,Carl Sagan,47
2393120023209,Lola and the Boy Next Door,Stephanie Perkins,70
2396360486434,White Teeth,Zadie Smith,36
2397834703849,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",819
2398382675413,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,57
2400598528101,The Power of Six,Pittacus Lore,115
2401728109795,The Interestings,Meg Wolitzer,138
2402661468001,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,39
2402922196791,People of the Book,Geraldine Brooks,170
2403497033891,The Secret Keeper,Kate Morton,60
2404378689757,Better Homes & Gardens New Cook Book,Better Homes and Gardens,44
2405214110193,"So Long, and Thanks for All the Fish",Douglas Adams,36
2406604610657,Der Steppenwolf: Erzehlung,"Hermann Hesse, Basil Creighton",49
2408381371958,The Surgeon,Tess Gerritsen,77
2408386566195,The Girl You Left Behind,Jojo Moyes,42
2410874704674,Royal Assassin,Robin Hobb,67
2411068900143,Childhood's End,Arthur C. Clarke,427
2411373619979, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",23
2413327565815,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",66
2416231277802,Heir of Fire,Sarah J. Maas,66
2417705953319,Lord of Chaos ,Robert Jordan,114
2419435638090,The Sweetness at the Bottom of the Pie,Alan Bradley,57
2419834031790,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,90
2420133778326,A Breath of Snow and Ashes,Diana Gabaldon,22
2420345675780,The Blood of Olympus,Rick Riordan,115
2421989111927,Truly Madly Guilty,Liane Moriarty,86
2430129296525,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",33
2430647460488,The Art of Fielding,Chad Harbach,71
2435701405207,A Moveable Feast,Ernest Hemingway,34
2439826522848,Fablehaven,Brandon Mull,26
2442768034770,The Wide Window,"Lemony Snicket, Brett Helquist",76
2444528868743,Grave Peril,Jim Butcher,89
2450904500150,Einstein. His Life and Universe,Walter Isaacson,88
2454176573787,Effortless,S.C. Stephens,119
2459859809511,The Street Lawyer,John Grisham,359
2459959350172,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,107
2462088896609,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",71
2464214793855,Lets Explore Diabetes with Owls,David Sedaris,94
2465443193292,Dirk Gently's Holistic Detective Agency,Douglas Adams,172
2466679371601,Rodrick Rules,Jeff Kinney,91
2467119906177,Why Not Me,Mindy Kaling,37
2467824404086,Four: A Divergent Collection,Veronica Roth,46
2469879300335,Modern Romance,"Aziz Ansari, Eric Klinenberg",54
2477517702041,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",85
2479354631568,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,38
2480055080321,Elantris,Brandon Sanderson,59
2481540428701,The Knife of Never Letting Go,Patrick Ness,64
2481943719794,One Thousand White Women: The Journals of May Dodd,Jim Fergus,45
2484564651797,Handle with Care,Jodi Picoult,28
2486491794639,Song of Susannah,"Stephen King, Darrel Anderson",55
2488798119447,Reached,Ally Condie,208
2492305327088,Midnight's Children,Salman Rushdie,51
2493723127065,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,87
2500271446531,The Testament,John Grisham,59
2506342031491,Murder at the Vicarage,Agatha Christie,78
2506690410635,Among the Hidden ,Margaret Peterson Haddix,37
2508155790977,In Defense of Food: An Eater's Manifesto,Michael Pollan,119
2508440848360,The Witch of Blackbird Pond,Elizabeth George Speare,78
2509463975482,The Heir,Kiera Cass,92
2509733069068,Shopaholic Ties the Knot,Sophie Kinsella,32
2509750324452,The Woman in White,"Wilkie Collins, Matthew Sweet",831
2510108993950,Career of Evil,"Robert Galbraith, J.K. Rowling",83
2511767684397,The Summer I Turned Pretty,Jenny Han,96
2512285135893,Four to Score ,Janet Evanovich,18
2513292425945,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,83
2519083745459,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",39
2527545592462,Darkfever,Karen Marie Moning,49
2529514105531,Stone of Tears,Terry Goodkind,62
2534512715621,Heart of the Matter,Emily Giffin,60
2534769565532,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",83
2535821169437,The Sirens of Titan,Kurt Vonnegut Jr.,35
2537425133036,Dolores Claiborne,"Stephen King, Dominique Dill",59
2537519957136,The Nest,Cynthia D'Aprix Sweeney,12
2538046855066,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",51
2538237374149,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,152
2539451087232,The Celestine Prophecy,James Redfield,49
2539993427901,My Life Next Door ,Huntley Fitzpatrick,114
2542278108805,Winter of the World,Ken Follett,216
2542789136198,Lucky,Alice Sebold,29
2546102827724,To The Lighthouse ,Virginia Woolf,44
2546372065716,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,60
2547324979852,Guilty Pleasures,Laurell K. Hamilton,63
2549931490865,The Messenger,Markus Zusak,84
2550332101911,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",721
2550338087522,Equal Rites,Terry Pratchett,83
2550911765175,House of Leaves,Mark Z. Danielewski,50
2550922064992,Cruel & Unusual,Patricia Cornwell,59
2552704729304,Sycamore Row,John Grisham,62
2553683644676,Awakened,"P.C. Cast, Kristin Cast",77
2557554202601,Life As We Knew It,Susan Beth Pfeffer,58
2558091226590,America ,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",65
2558174172972,90 Minutes in Heaven,"Don Piper, Cecil Murphey",48
2558999533511,The Longest Ride,Nicholas Sparks,650
2559354673058,Kane and Abel,Jeffrey Archer,102
2559566114171,Change of Heart,Jodi Picoult,146
2560603794385,Dry: A Memoir,Augusten Burroughs,46
2562957924142,Sam's Letters To Jennifer,James Patterson,28
2563588526725,Grey,E.L. James,115
2563615998608,Dune Messiah ,Frank Herbert,134
2564010021682,The Great Divorce,C.S. Lewis,33
2565105959958,Little Earthquakes,Jennifer Weiner,2
2566778975437,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",123
2568435991842,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,46
2569101556371,Maybe Someday,Colleen Hoover,465
2573342190416,Mr Maybe,Jane Green,20
2576169600622,Anne of the Island,L.M. Montgomery,74
2582113744635,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",79
2585305823500,North and South,"Elizabeth Gaskell, Alan Shelston",789
2597619519489,A Stolen Life,Jaycee Dugard,115
2602810522554,The Immortals of Meluha,Amish Tripathi,37
2602827464815,The Lost World,Michael Crichton,105
2605516025705,Requiem,Lauren Oliver,91
2609244005400,A Crown of Swords,Robert Jordan,61
2609555030897,Aesopica,"Aesop, Laura Harris, Laura Gibbs",501
2612628172035,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,32
2613623772954,Finale,Becca Fitzpatrick,20
2615507305396,Skeleton Crew,Stephen King,54
2621389126657,Lullaby,Chuck Palahniuk,92
2622544891426,Two States,Chetan Bhagat,1265
2622973875297,Summer Knight,Jim Butcher,104
2625181288410,Dragonflight,"Anne McCaffrey, Teodor Panasi",53
2625394768065,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",40
2626156159015,Ugly Love,Colleen Hoover,60
2628648668544,Chocolat,Joanne Harris,84
2628674686193,The Amityville Horror,Jay Anson,140
2632236696429,The English Patient,Michael Ondaatje,82
2640223696482,Gabriel's Rapture,Sylvain Reynard,50
2645728668867,Dubliners,"James Joyce, Jeri Johnson",521
2646609791292,Let the Great World Spin,Colum McCann,21
2649500668607,The Eternity Code,Eoin Colfer,41
2651616377316,Tell No One,Harlan Coben,41
2660666153455,The Tommyknockers,Stephen King,5
2661625720189,Hex Hall,Rachel Hawkins,970
2665836961676,Steal Like an Artist,Austin Kleon,434
2666879495720,Cryptonomicon,Neal Stephenson,43
2667367462961,Beautiful Bastard,Christina Lauren,45
2668364898899,Prodigal Summer,Barbara Kingsolver,121
2668725267407,We Were the Mulvaneys,Joyce Carol Oates,73
2671550619508,Understanding Comics: The Invisible Art,Scott McCloud,56
2672800506352,Beautiful Darkness,"Kami Garcia, Margaret Stohl",942
2676475853917,The Psychopath Test,Jon Ronson,102
2676948424567,Vanishing Acts,Jodi Picoult,57
2677172522144,Absolute Power,David Baldacci,2
2677599450620,Hot Six,Janet Evanovich,67
2677858719345,The Time Keeper,Mitch Albom,21
2681386592212,A Dirty Job,Christopher Moore,25
2682241720350,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,46
2683130602292,The Amulet of Samarkand,Jonathan Stroud,99
2683163495877,I Am America ,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",3
2683319535642,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",21
2684039470265,Exodus,Leon Uris,143
2685851363408,Stones from the River,Ursula Hegi,43
2687427139606,The Big Sleep,Raymond Chandler,58
2689067857407,Cannery Row ,John Steinbeck,38
2691477834130,Seriously...I'm Kidding,Ellen DeGeneres,1101
2692479018014,The Miserable Mill,"Lemony Snicket, Brett Helquist",74
2693308722788,The Snow Child,Eowyn Ivey,119
2698164754616,Wait for You,"J. Lynn, Jennifer L. Armentrout",119
2703404503003,The Last Straw,Jeff Kinney,109
2704374229501,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",53
2706013198267,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",33
2706362226174,Onyx,Jennifer L. Armentrout,3
2707175079516,Unravel Me ,Tahereh Mafi,47
2709331337235,The Birth of Venus,Sarah Dunant,51
2709663472443,The Opal Deception,Eoin Colfer,52
2710406421014,Det som inte dedar oss,"David Lagercrantz, Stieg Larsson, George Goulding",37
2712947159114,The Girls,Emma Cline,76
2714378427139,The Goose Girl,Shannon Hale,47
2714512990403,Mystic River,Dennis Lehane,65
2715617810290,Warm Bodies,Isaac Marion,102
2719436394763,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",51
2720880428286,The Moon is a Harsh Mistress,Robert A. Heinlein,61
2720921707225,The Forty Rules of Love,"Elif Shafak, ",38
2722934587104,High Five,Janet Evanovich,39
2723902049545,Joyland,Stephen King,99
2724743029464,Tender Is the Night,F. Scott Fitzgerald,28
2725198609089,Cold Sassy Tree,Olive Ann Burns,86
2727846013245,The Glass Menagerie,Tennessee Williams,79
2727949770026,L'amica geniale,"Elena Ferrante, Ann Goldstein",30
2728750030596,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,238
2728760266746,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,155
2737148335719,Rules of Civility,Amor Towles,32
2738704373129,Ringworld,Larry Niven,83
2740135609238,Between Shades of Gray,Ruta Sepetys,57
2748141443866,Frindle,"Andrew Clements, Brian Selznick",42
2751129737308,Dog Days,Jeff Kinney,81
2751400060881,The Round House,Louise Erdrich,1579
2754135055005,A Wind in the Door,Madeleine L'Engle,67
2760056698984,Free Four: Tobias Tells the Divergent Story,Veronica Roth,44
2760189837250,A Little Life,Hanya Yanagihara,45
2760906452842,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, Jose Marzen Jr.",65
2761595678015,The Alloy of Law,Brandon Sanderson,100
2764868259279,Dead Reckoning,Charlaine Harris,111
2765214107859,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",59
2768224097623,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Seenz,34
2769814597552,The Invisible Man,H.G. Wells,97
2772519083935,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",73
2774785323930,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",927
2775062985975,Four Past Midnight,Stephen King,105
2778493111939,The Marriage Bargain,Jennifer Probst,85
2779072598917,Anne of Avonlea,L.M. Montgomery,54
2780719429033,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",82
2783342841511,We Are All Completely Beside Ourselves,Karen Joy Fowler,30
2784164458721,Children of the Mind,Orson Scott Card,406
2787072855328,Ulysses,James Joyce,46
2788392531577,Someone Like You,Sarah Dessen,70
2790192084576,Moloka'i,Alan Brennert,9
2792433835413,The Witching Hour,Anne Rice,106
2795856322940,This Present Darkness,Frank E. Peretti,138
2796314416082,The Coincidence of Callie & Kayden,Jessica Sorensen,49
2798583071116,Fates and Furies,Lauren Groff,89
2798816393104,Summer Sisters,Judy Blume,89
2798846167181,Stuart Little,"E.B. White, Garth Williams",49
2802179429888,The Foundation Trilogy,Isaac Asimov,84
2810485708172,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,43
2811718938418,The Austere Academy,"Lemony Snicket, Brett Helquist",66
2812091716614,Seven Up,Janet Evanovich,10
2818732511985,The Awakening,Kelley Armstrong,55
2821581351766,Death Masks,Jim Butcher,19
2822473010373,Stellaluna,Janell Cannon,45
2823774456970,Before They Are Hanged,Joe Abercrombie,55
2824897072165,Loving Frank,Nancy Horan,87
2829094271466,Hard Eight,"Janet Evanovich, Lorelei King",41
2829106510921,The Vile Village,"Lemony Snicket, Brett Helquist",941
2830307140591,Sybil,Flora Rheta Schreiber,120
2832125034073,Cosmos,Carl Sagan,25
2833421382815,Haunted: A Novel of Stories,Chuck Palahniuk,553
2835386276155,The Shell Seekers,Rosamunde Pilcher,122
2839014353167,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,50
2841015753669,Crenica de una muerte anunciada,"Gabriel Garcea Merquez, Gregory Rabassa",203
2844527735267,A Scandal in Bohemia,"Ronald Holt, Arthur Conan Doyle",90
2844864447138,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",59
2845086810526,The Lowland,Jhumpa Lahiri,52
2848677399624,The Ruins of Gorlan,John Flanagan,842
2850984636439,Wintergirls,Laurie Halse Anderson,40
2851050089198,The Brethren,John Grisham,20
2851303109305,Assassin's Quest,Robin Hobb,68
2851777936211,Rosemary's Baby,Ira Levin,40
2852648058104,The Talisman,"Stephen King, Peter Straub",35
2856034281112,The Path of Daggers,Robert Jordan,50
2859619113662,The Dharma Bums,Jack Kerouac,54
2860075204159,The Reckoning,Kelley Armstrong,88
2864832345552,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,78
2871944879442,Mary Poppins,"P.L. Travers, Mary Shepard",75
2872640964130,Red Seas Under Red Skies,Scott Lynch,75
2873265915979,The House on Mango Street,Sandra Cisneros,70
2874684577596,City of Thieves,David Benioff,44
2876722259436,Halfway to the Grave,Jeaniene Frost,42
2881213667496,The Twits,"Roald Dahl, Quentin Blake",39
2881654858932,Abhorsen,Garth Nix,66
2881754984062,The Beach House,"James Patterson, Peter de Jonge",48
2889975304993,Eyes of the Dragon,Stephen King,57
2891077566253,Children of Dune,Frank Herbert,62
2891358985180,Leviathan Wakes,James S.A. Corey,36
2891772866764,Queen of Shadows,Sarah J. Maas,93
2896469349043,Maus II : And Here My Troubles Began ,Art Spiegelman,60
